Para 334: Indent=0, Text='      ድንግል አልቻለችም እንባዋን ልትገታ/2/'
Para 335: Indent=0, Text='      እያየች በመስቀል ልጇ ሲንገላታ/2/'
Para 336: Indent=0, Text='በብርሃን ዙፋን ላይ የቆሙት እግሮቹ/2/'
Para 337: Indent=0, Text='በችንካር ላይ ቆሙ ምንም ሳይሰለቹ/2/'
Para 338: Indent=0, Text='      የብርሃን አክሊልን ለሰማዕት ያደለ/2/'
Para 339: Indent=0, Text='      የእሾህ አክሊል ደፍቶ ቀራንዮ ዋለ/2/'
Para 340: Indent=0, Text=''
Para 341: Indent=0, Text='ኑ እንቅረብ   (ሊቀ መዘምራን ኪነጥበብ)'
Para 342: Indent=0, Text='ቅኝት -  ዋኔን'
Para 343: Indent=0, Text='1-123-4 3-42 355  5'
Para 344: Indent=0, Text='1-123-4 3-42 222 2'
Para 345: Indent=0, Text='211 513-2  2  211  513 3 3'
Para 346: Indent=0, Text='211 513 3-42 222 2'
Para 347: Indent=0, Text=''
Para 348: Indent=0, Text='211 513 3-42 222 2(በበገና)  '
Para 349: Indent=0, Text=''
Para 350: Indent=0, Text='1-1-1-321  1  4-4-4  515 5'
Para 351: Indent=0, Text='3-3-3  242-4  234222  2'
Para 352: Indent=0, Text='      ኑ እንቅረብ መጠራት ሳይመጣ /2/'
Para 353: Indent=0, Text='      ሥጋውን እንብላ ደሙንም እንጠጣ'
Para 354: Indent=0, Text='      በበገና... '
Para 355: Indent=0, Text='የቀራንዮ በግ የአምላክ ሥጋው '
Para 356: Indent=0, Text='ተሰውቶልናል እንመገበው'
Para 357: Indent=0, Text='እድፉን ኃጢአታችንን በንስሓ አንፅተን '
Para 358: Indent=0, Text='እንቀበል አምነን በልጅነታችን '
Para 359: Indent=0, Text='መቅረብ ወደ ጌታ በእምነት የሚገባው'
Para 360: Indent=0, Text='በስተርጅና አይደለም በወጣትነት ነው'
Para 361: Indent=0, Text='አዝ... '
Para 362: Indent=0, Text='       ጨረቃና ፀሐይ ደም የለበሱለት'
Para 363: Indent=0, Text='       ከዋክብት ከሰማይ የተነጠፉለት'
Para 364: Indent=0, Text='       ይኸው ተፈተተ እሳተ መለኮት '
Para 365: Indent=0, Text='       አዝ...'
Para 366: Indent=0, Text='ቅድስት እናታችን ቤተክርስቲያን '
Para 367: Indent=0, Text='ትጋብዘናለች ሥጋና ደሙን '
Para 368: Indent=0, Text='የአማኑኤል ሥጋ ይኸው ተዘጋጀ '
Para 369: Indent=0, Text='ከግብዣው ተጠራን አዋጁም ታወጀ'
Para 370: Indent=0, Text='አዝ...'
Para 371: Indent=0, Text='        መጥቁ ተደወለ እንቅረብ በእልልታ'
Para 372: Indent=0, Text='        በኋላ አይረባንም ዋይታና ጫጫታ'
Para 373: Indent=0, Text='        ይህችን እድል ፈጥነን እንጠቀምባት'
Para 374: Indent=0, Text='        ዓለምን አልያዝንም ብዙ ልንቆይባት '
Para 375: Indent=0, Text='        አዝ...'
Para 376: Indent=0, Text='ካሁኑ ቅረቡ ታውጇል አዋጁ '
Para 377: Indent=0, Text='የይለፍ ደብዳቤ ስንቅን አዘጋጁ'
Para 378: Indent=0, Text='ይህ ዓለም ጠፊ ነው በሀብት አትመኩ '
Para 379: Indent=0, Text='ብሏል አምላካችን ተስፋችሁን እንኩ'
Para 380: Indent=0, Text='አዝ...'
Para 381: Indent=0, Text=''
Para 382: Indent=0, Text='ገብረ መንፈስቅዱስ  (አቶ ታፈሰ)'
Para 383: Indent=0, Text='ቅኝት-ዋኔን'
Para 384: Indent=0, Text='231111  11315 '
Para 385: Indent=0, Text='113 115 113 242'
Para 386: Indent=0, Text=''
Para 387: Indent=0, Text='ገብረ መንፈስቅዱስ አቦዬ ጻድቁ '
Para 388: Indent=0, Text='ኧረ እንዴት ነህ አባቴ ኧረ እንዴት ነህ መድኃኒቴ'
Para 389: Indent=0, Text='ገደል እንደ አክርማ የሚሰነጥቁ  ( ኧረ ... )'
Para 390: Indent=0, Text='ገብረ መንፈስቅዱስ ተክለሃይማኖት ( ኧረ ...) '
Para 391: Indent=0, Text='ታላቅ ክብር ያገኙ በክርስቶስ ፊት ( ኧረ ...)'
Para 392: Indent=0, Text='ለጌታቸው ታዛዥ ለዓለም አማላጅ ( ኧረ ...)'
Para 393: Indent=0, Text='በፈጣሪያቸው ዘንድ በሥላሴ ደጅ ( ኧረ ...)'
Para 394: Indent=0, Text='ጻድቃን ሰማዕታት ደናግል በሙሉ ( ኧረ ...)'
Para 395: Indent=0, Text='ሌት ከቀን ሳያርፉ ሰው ያማልዳሉ ( ኧረ ..)'
Para 396: Indent=0, Text='ድንጋይ ተንተርሰው ዳዋ እየጣሱ ( ኧረ...)'
Para 397: Indent=0, Text='በጸሎት ተጠምደው ጤዛ እየላሱ ( ኧረ ...)'
Para 398: Indent=0, Text='ገብረ መንፈስ ቅዱስ አቡነ ተክልዬ ( ኧረ...)'
Para 399: Indent=0, Text='በእናንተ ጋሻነት ልኑር ተከልዬ ( ኧረ...)'
Para 400: Indent=0, Text='የዘልዳው ኮከብ ቅዱስ ጊዮርጊስ ( ኧረ...)'
Para 401: Indent=0, Text='ተጨንቀው ሲጠሩህ ፈጥነህ የምትደርስ ( ኧረ...)'
Para 402: Indent=0, Text='አቡነ አረጋዊ ታላቁ አባት ( ኧረ ...)'
Para 403: Indent=0, Text='ጸጋ ክብር ያገኙ በሥላሴ ፊት ( ኧረ ...)'
Para 404: Indent=0, Text='ሙሽራው ሰማዕት ገብረ ክርስቶስ ( ኧረ...)'
Para 405: Indent=0, Text='መንኖ የሄደ ጽድቅ ለመልበስ ( ኧረ...)'
Para 406: Indent=0, Text='ደራጐንን በጦር ወግቶ የገደለ ( ኧረ...)'
Para 407: Indent=0, Text='ፈረሰኛው ጊዮርጊስ የልዳው ኮከብ ነው(ኧረ...)'
Para 408: Indent=0, Text='ገብረ መንፈስቅዱስ ታላቁ መናኝ ( ኧረ...)'
Para 409: Indent=0, Text='ከዚህ ዓለም መቅሰፍት ፈጥነው ያድኑኝ ( ኧረ...) '
Para 410: Indent=0, Text='ፃድቃን ሰማዕታት አባቶች ሁላችሁ ( ኧረ...)'
Para 411: Indent=0, Text='ኢትዮጵያን ጠብቋት አደራ ተግታችሁ( ኧረ...)'
Para 412: Indent=0, Text=''
Para 413: Indent=0, Text=''
Para 414: Indent=0, Text=''
Para 415: Indent=0, Text=''
Para 416: Indent=0, Text='አየሁኝ በህልሜ  (አቶ ታፈሰ)'
Para 417: Indent=0, Text='ቅኝት-ዋኔን '
Para 418: Indent=0, Text='33 22  3-5  33 22  3-1'
Para 419: Indent=0, Text='544445 1111 33 4222 22'
Para 420: Indent=0, Text=''
Para 421: Indent=0, Text='አየሁኝ በህልሜ /2/ '
Para 422: Indent=0, Text='ሞት የተባለውን እዳ ተሸክሜ '
Para 423: Indent=0, Text='      ሰማሁኝ በዝና /2/ '
Para 424: Indent=0, Text='      ቀጠሮ አክባሪ ነው ሞት አይረሳም እና ሞት አይቀርም እና'
Para 425: Indent=0, Text='ሞት ይቅር ይላሉ ሞት ቢቀር አልወድም'
Para 426: Indent=0, Text='አፈሩም ድንጋዩም ከሰው ፊት አይከብድም '
Para 427: Indent=0, Text='       አጠረ ቁመቴ ወዳጆቼን ባይ '
Para 428: Indent=0, Text='       እያደሩ ማነስ ለካ እንዲህ ነው ወይ'
Para 429: Indent=0, Text='እኔ አልገዛም ሱሪ ይቅርብኝ ለራሴ'
Para 430: Indent=0, Text='አፈር ስለሆነ የዘላለም ልብሴ  '
Para 431: Indent=0, Text='       ቤት አልሠራም ይቅር ጣራና ግድግዳ'
Para 432: Indent=0, Text='       መቃብር ነውና የኔ ሳሎን ጓዳ'
Para 433: Indent=0, Text='እባክህ አምላኬ ስማ ጸሎቴን '
Para 434: Indent=0, Text='በእንባ ዓለም እጄ የምበላውን '
Para 435: Indent=0, Text='       እራሴን አንገቴ አልችለው ብለህ '
Para 436: Indent=0, Text='       ሁል ጊዜ ከሰው ፊት ትጥለኛለህ'
Para 437: Indent=0, Text='አየሁኝ በህልሜ አየሁኝ በህልሜ'
Para 438: Indent=0, Text='ሞት የተባለውን እዳ ተሸክሜ '
Para 439: Indent=0, Text='      ሰማሁኝ በዝና ሰማሁኝ በዝና'
Para 440: Indent=0, Text='      ቀጠሮ አክባሪ ነው ሞት አይቀርም እና ሞት አይረሳም እና '
Para 441: Indent=0, Text='አይጣል አይጣል እያልን ስንለምነው'
Para 442: Indent=0, Text='ሳናስበው ድንገት ጣለብን ምነው '
Para 443: Indent=0, Text='       ግድግዳው ቢረዝም ምንባጡ ቢያምር'
Para 444: Indent=0, Text='       የምድር ቤት ነውና መፍረሱም አይቀር'
Para 445: Indent=0, Text='እንግዳው ሞት መጣ ኧረ ወየው ወየው'
Para 446: Indent=0, Text='ለእግሩ ውሃ አሙቄ በርዤ ሳልቆየው'
Para 447: Indent=0, Text='       የሞትን ማዕረጉን ሁላችሁ እወቁ'
Para 448: Indent=0, Text='       ከእርሱ ቤት ይገኛል ብሩም ሆነ ወርቁ'
Para 449: Indent=0, Text='ይኸው የዘራልን በየቀኑ ሰው'
Para 450: Indent=0, Text='አንድም አልበቀለ የታል ቡቃያው'
Para 451: Indent=0, Text='       ከአቤል ጀምሮ ነበር የታመነ'
Para 452: Indent=0, Text='       አሁን ግን ስናየው ሞት ቀጣፊ ሆነ '
Para 453: Indent=0, Text='አይቼ መጣሁኝ ዛሬስ በእሁድ'
Para 454: Indent=0, Text='ሰው እንደአዝመራ በግፍ ሲታጨድ '
Para 455: Indent=0, Text='       በከንቱ ያሙታል እንዲሁ በሐሰት'
Para 456: Indent=0, Text='       ሰው በልቶ ጨረሰ እያሉ መሬት '
Para 457: Indent=0, Text='ከምድር እስከ ሰማይ ሰው ቢያስብ ሁልጊዜ'
Para 458: Indent=0, Text='ከሰው አልተለየም ሞትና ትካዜ '
Para 459: Indent=0, Text='      ደስታና ሐዘን ጐን ለጐን ሲሄዱ'
Para 460: Indent=0, Text='      ይጐራበቱናል ከሁለቱ አንዱ '
Para 461: Indent=0, Text='ሁሉ በሽተኛ ሁሉ ራሴን ባይ'
Para 462: Indent=0, Text='በቤታችን ደህና መጥፋቱ ነው ወይ '
Para 463: Indent=0, Text='       እሱን ሞት ሲጠራው በሩቁ ሰምቼ'
Para 464: Indent=0, Text='       እኔም ወይ አላልኩም ለራሴ ፈርቼ '
Para 465: Indent=0, Text='ሰው ሁሉ በርስቱ ይጨርሳል ሀብቱን'
Para 466: Indent=0, Text='የኋላ የኋላ ላያጣው መሬቱን '
Para 467: Indent=0, Text='       ቀኑን ባሸንፈው ሌት መቶ ታገለኝ'
Para 468: Indent=0, Text='       በቶሎ ሞት ናና እባክህ ገላግለኝ '
Para 469: Indent=0, Text='እድሜዬ ዘልዛላ ነው አያልቅ በቶሎ'
Para 470: Indent=0, Text='ከቶ መሞት ላይቀር እንደው ውልውሎ '
Para 471: Indent=0, Text='        ከፋኝ ሞቴን ስጠኝ ለማይቀረው እዳ'
Para 472: Indent=0, Text='        ደግሞ እንደ ሥጋዬ ነፍሴ እንዳትጐዳ '
Para 473: Indent=0, Text='ወለም ዘለም እያልኩ አለቀ እድሜዬ'
Para 474: Indent=0, Text='ሞት መምጣቱ ላይቀር ወየው መከራዬ'
Para 475: Indent=0, Text=''
Para 476: Indent=0, Text='ስለ ቸርነትህ   (ዘማሪ ይልማ ኃይሉ)'
Para 477: Indent=0, Text='ቅኝት - ስለቸርነትህ '
Para 478: Indent=0, Text='231542-3 45-13-42  2 /2x/አዝማች'
Para 479: Indent=0, Text=''
Para 480: Indent=0, Text='231542-3 45-13-42  2 (በበገና)'
Para 481: Indent=0, Text=''
Para 482: Indent=0, Text='231542-3 231515  5 /ዘማች/'
Para 483: Indent=0, Text=''
Para 484: Indent=0, Text='      ስለ ቸርነትህ ጌታ ተመስገን '
Para 485: Indent=0, Text='      ስለ ፍፁም ፍቅርህ አምላክ ተመስገን'
Para 486: Indent=0, Text='      በበገና... '
Para 487: Indent=0, Text='ማነው የገመተ ከዛሬ መድረስን '
Para 488: Indent=0, Text='ልብሱ ሳይነካ በእሳቱ ወላፈን '
Para 489: Indent=0, Text='ባህሩን አሻግሮ ማዕበል አቁሞ '
Para 490: Indent=0, Text='እርሱ ያውቅልናል ለመጪው ቀን ደግሞ'
Para 491: Indent=0, Text='አዝ...'
Para 492: Indent=0, Text='        ሃሌ ሃሌ ሉያ መስዋዕት እናቅርብ'
Para 493: Indent=0, Text='        ጌታ ይፈልጋል የተሰበረ ልብ'
Para 494: Indent=0, Text='        ክርስቶስ ከሌለው ፍቅር ላይኖረው'
Para 495: Indent=0, Text='        ሰላም ሰላም ይላል ፍጥረታዊው ሰው'
Para 496: Indent=0, Text='        ሰላም ሰላም ይላል የዘመኑ ሰው '
Para 497: Indent=0, Text='        አዝ...'
Para 498: Indent=0, Text='የኢየሱስ ነገር ለሚጠፉት ሁሉ'
Para 499: Indent=0, Text='የመስቀሉ ነገር ለሚጠፉት ሁሉ'
